project_id,project_name,project_type,project_size,region,start_date,planned_end_date,structural_complexity_rating,temporary_structures_rating,bim_adoption_percentage,lead_time_rating,tariff_rate_percentage,supply_chain_risk_percentage,socio_political_risk_score,permit_approval_rating,lien_claims_rating,seismic_zone_rating,flood_risk_percentage,rainfall_flood_risk_percentage,contingency_budget_percentage,weather_delay_rating,safety_risk_rating,worker_experience_rating,turnover_rating,cybersecurity_risk_rating,renewable_energy_percentage,energy_efficiency_percentage,delay_days,cost_overrun_percentage,safety_incidents,overall_risk_score,risk_category,actual_end_date,on_time_completion,within_budget,project_success,high_risk_factors_count,top_risk_factors,recommended_mitigations
PRJ-2020-0000,Mountain Healthcare Development 0,Healthcare,Medium,Mountain,2018-01-05,2020-12-15,1,5,50,1,10,25,2,2,1,3,25,75,10,3,4,2,2,5,75,50,69,12.74109517120374,0,49.675000000000004,Medium,2021-02-22,0,0,0,6,Temporary Structures|Rainfall Flood Risk|Low Contingency Budget,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Rainfall Flood Risk: Implement enhanced drainage systems and establish weather monitoring protocols | Low Contingency Budget: Increase contingency allocations and implement strict change order controls
PRJ-2023-0311,Desert Healthcare Development 1811,Healthcare,Small,Desert,2020-10-11,2022-05-29,4,2,10,4,25,75,2,1,4,2,50,0,25,2,2,2,5,4,75,90,89,31.3869301246497,0,49.775,Medium,2022-08-26,0,0,0,10,Structural Complexity|Low BIM Adoption|Long Lead Times,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Long Lead Times: Establish early procurement protocols and identify alternative suppliers
PRJ-2023-0312,South Residential Development 1812,Residential,Medium,South,2020-11-20,2023-07-04,2,3,10,4,50,90,2,2,2,1,75,50,20,2,2,5,1,5,25,25,36,20.088065050383367,1,53.8,Medium,2023-08-09,0,0,0,9,Low BIM Adoption|Long Lead Times|High Tariff Rates,Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Long Lead Times: Establish early procurement protocols and identify alternative suppliers | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations
PRJ-2023-0313,Coastal Residential Development 1813,Residential,Large,Coastal,2024-02-08,2026-01-17,1,5,90,3,5,75,1,5,5,3,50,25,20,3,4,1,5,2,10,50,116,35.71701136828221,1,54.075,Medium,2026-05-13,0,0,0,9,Temporary Structures|Supply Chain Disruption|Permit Approval Delays,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol | Permit Approval Delays: Begin permit process earlier and allocate resources for expedited processing
PRJ-2023-0314,North Residential Development 1814,Residential,Medium,North,2019-08-24,2022-08-09,1,2,10,5,50,90,1,4,2,2,75,75,25,1,4,1,1,1,0,75,67,38.8192090389281,1,57.39999999999999,Medium,2022-10-15,0,0,0,10,Low BIM Adoption|Long Lead Times|High Tariff Rates,Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Long Lead Times: Establish early procurement protocols and identify alternative suppliers | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations
PRJ-2023-0315,Desert Infrastructure Development 1815,Infrastructure,Medium,Desert,2021-03-06,2023-11-08,5,5,90,3,5,25,5,1,2,3,25,25,10,1,4,1,4,5,0,90,47,8.176057975564579,1,55.575,Medium,2023-12-25,0,0,0,9,Structural Complexity|Temporary Structures|Socio-political Issues,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Socio-political Issues: Engage local stakeholders early and maintain communication channels with authorities
PRJ-2023-0316,East Industrial Development 1816,Industrial,Small,East,2018-11-28,2020-09-24,4,4,10,2,10,75,4,1,1,5,50,10,20,2,4,1,3,3,50,90,39,30.251576927718332,0,55.675000000000004,Medium,2020-11-02,0,0,0,9,Structural Complexity|Temporary Structures|Low BIM Adoption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements
PRJ-2023-0317,Coastal Healthcare Development 1817,Healthcare,Small,Coastal,2020-06-22,2021-05-02,1,2,50,1,15,50,5,4,3,1,75,10,15,4,3,4,2,4,75,25,26,14.06707892307018,0,44.75000000000001,Medium,2021-05-28,0,0,0,7,Supply Chain Disruption|Socio-political Issues|Permit Approval Delays,Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol | Socio-political Issues: Engage local stakeholders early and maintain communication channels with authorities | Permit Approval Delays: Begin permit process earlier and allocate resources for expedited processing
PRJ-2023-0318,Desert Residential Development 1818,Residential,Mega,Desert,2024-02-20,2026-11-17,4,4,10,1,25,50,2,2,2,3,50,75,15,3,3,3,4,5,25,25,56,5.4662276243820305,1,60.35,High,2027-01-12,0,0,0,11,Structural Complexity|Temporary Structures|Low BIM Adoption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements
PRJ-2023-0319,West Commercial Development 1819,Commercial,Small,West,2023-02-01,2024-12-09,4,4,75,5,5,75,2,3,2,2,25,0,20,1,2,4,5,2,75,50,58,30.02294328521009,0,43.925000000000004,Medium,2025-02-05,0,0,0,5,Structural Complexity|Temporary Structures|Long Lead Times,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Long Lead Times: Establish early procurement protocols and identify alternative suppliers
PRJ-2023-0320,Coastal Commercial Development 1820,Commercial,Small,Coastal,2018-05-05,2019-02-13,5,2,90,3,10,75,4,1,4,5,75,10,10,1,2,1,5,5,0,50,70,46.21276409856716,1,59.525000000000006,Medium,2019-04-24,0,0,0,11,Structural Complexity|Supply Chain Disruption|Socio-political Issues,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol | Socio-political Issues: Engage local stakeholders early and maintain communication channels with authorities
PRJ-2023-0321,East Residential Development 1821,Residential,Small,East,2023-12-16,2024-06-26,4,5,10,4,15,10,2,4,4,4,50,10,20,1,2,5,1,2,25,10,25,13.437232778498917,0,51.75,Medium,2024-07-21,0,0,0,10,Structural Complexity|Temporary Structures|Low BIM Adoption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements
PRJ-2023-0322,East Healthcare Development 1822,Healthcare,Medium,East,2019-09-04,2022-04-09,2,1,90,4,15,75,1,3,4,5,10,25,15,5,5,1,2,4,10,50,79,33.51980512062441,0,54.175,Medium,2022-06-27,0,0,0,9,Long Lead Times|Supply Chain Disruption|Lien Claims,Long Lead Times: Establish early procurement protocols and identify alternative suppliers | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol | Lien Claims: Improve subcontractor vetting and implement robust payment verification system
PRJ-2023-0323,North Educational Development 1823,Educational,Medium,North,2019-07-01,2022-05-09,4,5,75,4,15,10,2,1,2,2,75,25,15,4,3,1,4,2,50,50,32,35.56191244739518,0,54.1,Medium,2022-06-10,0,0,0,7,Structural Complexity|Temporary Structures|Long Lead Times,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Long Lead Times: Establish early procurement protocols and identify alternative suppliers
PRJ-2023-0324,West Commercial Development 1824,Commercial,Large,West,2018-01-13,2018-08-26,5,5,10,2,5,10,3,5,5,2,75,25,25,1,4,1,2,5,0,90,36,32.9774199566296,1,59.8,Medium,2018-10-01,0,0,0,10,Structural Complexity|Temporary Structures|Low BIM Adoption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements
PRJ-2023-0325,Mountain Infrastructure Development 1825,Infrastructure,Medium,Mountain,2018-10-31,2020-03-08,5,5,10,2,10,10,4,4,3,5,25,50,10,4,4,3,2,2,50,75,53,29.781590179054948,0,60.85000000000001,High,2020-04-30,0,0,0,10,Structural Complexity|Temporary Structures|Low BIM Adoption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements
PRJ-2023-0326,East Commercial Development 1826,Commercial,Small,East,2019-07-12,2020-08-20,5,3,75,4,50,10,4,5,2,5,50,75,25,2,4,1,4,4,75,75,155,33.82925932589647,0,63.50000000000001,High,2021-01-22,0,0,0,12,Structural Complexity|Long Lead Times|High Tariff Rates,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Long Lead Times: Establish early procurement protocols and identify alternative suppliers | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations
PRJ-2023-0327,Mountain Educational Development 1827,Educational,Medium,Mountain,2022-03-01,2022-09-13,1,3,75,5,10,25,4,2,1,3,10,0,5,2,4,4,1,4,25,50,16,22.02196032282187,1,43.57500000000001,Medium,2022-09-29,0,0,0,6,Long Lead Times|Socio-political Issues|Low Contingency Budget,Long Lead Times: Establish early procurement protocols and identify alternative suppliers | Socio-political Issues: Engage local stakeholders early and maintain communication channels with authorities | Low Contingency Budget: Increase contingency allocations and implement strict change order controls
PRJ-2023-0328,Central Infrastructure Development 1828,Infrastructure,Small,Central,2019-09-09,2020-03-14,2,1,75,2,10,50,3,3,5,3,0,25,20,5,1,4,1,4,75,10,37,18.872469180326338,0,38.85,Medium,2020-04-20,0,0,0,5,Supply Chain Disruption|Lien Claims|Weather Delays,Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol | Lien Claims: Improve subcontractor vetting and implement robust payment verification system | Weather Delays: Develop severe weather work plans and adjust schedule to avoid seasonal risks
PRJ-2023-0329,Mountain Residential Development 1829,Residential,Large,Mountain,2021-10-22,2023-10-07,1,3,90,2,10,10,5,4,5,5,75,0,25,4,3,1,1,4,50,10,0,24.356167226819498,1,49.6,Medium,2023-10-07,1,0,0,9,Socio-political Issues|Permit Approval Delays|Lien Claims,Socio-political Issues: Engage local stakeholders early and maintain communication channels with authorities | Permit Approval Delays: Begin permit process earlier and allocate resources for expedited processing | Lien Claims: Improve subcontractor vetting and implement robust payment verification system
PRJ-2023-0330,Central Infrastructure Development 1830,Infrastructure,Small,Central,2021-08-11,2022-04-18,3,2,75,1,5,50,1,1,3,3,10,25,10,3,4,1,3,4,0,75,55,27.947947936174522,0,46.2,Medium,2022-06-12,0,0,0,6,Supply Chain Disruption|Low Contingency Budget|Safety Risks,Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol | Low Contingency Budget: Increase contingency allocations and implement strict change order controls | Safety Risks: Implement enhanced safety protocols and increase safety personnel on site
PRJ-2023-0331,Desert Commercial Development 1831,Commercial,Small,Desert,2024-05-05,2026-10-23,2,3,90,1,5,10,4,1,5,5,75,10,20,5,4,2,2,1,50,25,83,15.627297121852061,0,47.0,Medium,2027-01-14,0,0,0,8,Socio-political Issues|Lien Claims|Seismic Concerns,Socio-political Issues: Engage local stakeholders early and maintain communication channels with authorities | Lien Claims: Improve subcontractor vetting and implement robust payment verification system | Seismic Concerns: Enhance structural designs and implement additional seismic protection measures
PRJ-2023-0332,Central Educational Development 1832,Educational,Small,Central,2024-07-27,2025-01-28,4,2,50,5,5,50,2,3,3,5,50,0,20,1,5,5,3,2,0,90,79,32.20976617785352,0,50.099999999999994,Medium,2025-04-17,0,0,0,7,Structural Complexity|Long Lead Times|Supply Chain Disruption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Long Lead Times: Establish early procurement protocols and identify alternative suppliers | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol
PRJ-2023-0333,Coastal Healthcare Development 1833,Healthcare,Medium,Coastal,2024-01-30,2026-09-21,5,2,10,2,10,75,1,5,5,2,75,50,20,2,4,3,1,3,50,50,76,50.59079625630576,1,57.224999999999994,Medium,2026-12-06,0,0,0,8,Structural Complexity|Low BIM Adoption|Supply Chain Disruption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol
PRJ-2023-0334,South Educational Development 1834,Educational,Small,South,2024-08-02,2026-12-11,3,2,10,2,5,75,2,5,3,1,0,25,20,2,4,1,4,1,75,90,41,43.14471314276016,0,45.425000000000004,Medium,2027-01-21,0,0,0,6,Low BIM Adoption|Supply Chain Disruption|Permit Approval Delays,Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol | Permit Approval Delays: Begin permit process earlier and allocate resources for expedited processing
PRJ-2023-0335,West Infrastructure Development 1835,Infrastructure,Medium,West,2021-05-15,2023-04-04,2,1,25,3,15,50,1,4,4,2,50,75,20,3,4,2,2,5,50,50,49,47.44314578320928,0,53.650000000000006,Medium,2023-05-23,0,0,0,9,Low BIM Adoption|Supply Chain Disruption|Permit Approval Delays,Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol | Permit Approval Delays: Begin permit process earlier and allocate resources for expedited processing
PRJ-2023-0336,East Healthcare Development 1836,Healthcare,Large,East,2024-07-29,2025-06-05,1,4,50,5,5,10,1,4,4,3,25,10,10,5,4,1,4,4,10,50,47,29.62738718508447,0,55.55,Medium,2025-07-22,0,0,0,11,Temporary Structures|Long Lead Times|Permit Approval Delays,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Long Lead Times: Establish early procurement protocols and identify alternative suppliers | Permit Approval Delays: Begin permit process earlier and allocate resources for expedited processing
PRJ-2023-0337,West Educational Development 1837,Educational,Medium,West,2021-09-17,2024-04-24,5,5,75,5,25,25,2,5,5,1,10,25,5,4,4,1,5,3,75,75,69,44.91060279568766,1,61.225,High,2024-07-02,0,0,0,11,Structural Complexity|Temporary Structures|Long Lead Times,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Long Lead Times: Establish early procurement protocols and identify alternative suppliers
PRJ-2023-0338,Central Commercial Development 1838,Commercial,Small,Central,2020-10-18,2022-03-29,1,3,75,3,5,50,2,4,5,5,75,0,15,2,2,5,2,1,50,90,73,15.82926854011499,0,41.85,Medium,2022-06-10,0,0,0,5,Supply Chain Disruption|Permit Approval Delays|Lien Claims,Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol | Permit Approval Delays: Begin permit process earlier and allocate resources for expedited processing | Lien Claims: Improve subcontractor vetting and implement robust payment verification system
PRJ-2023-0339,Mountain Industrial Development 1839,Industrial,Large,Mountain,2022-12-26,2024-10-18,2,4,50,3,5,90,1,5,3,5,50,25,5,1,5,3,4,3,50,90,48,57.70536708408461,0,57.35,Medium,2024-12-05,0,0,0,8,Temporary Structures|Supply Chain Disruption|Permit Approval Delays,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol | Permit Approval Delays: Begin permit process earlier and allocate resources for expedited processing
PRJ-2023-0340,North Infrastructure Development 1840,Infrastructure,Small,North,2021-07-30,2022-11-26,2,3,75,1,5,25,4,3,3,4,50,10,15,3,5,1,1,4,25,25,68,32.211337888834116,0,50.575,Medium,2023-02-02,0,0,0,8,Socio-political Issues|Seismic Concerns|Flood Risk,Socio-political Issues: Engage local stakeholders early and maintain communication channels with authorities | Seismic Concerns: Enhance structural designs and implement additional seismic protection measures | Flood Risk: Develop comprehensive flood mitigation plans including elevated foundations and waterproof materials
PRJ-2023-0341,South Infrastructure Development 1841,Infrastructure,Small,South,2018-04-20,2020-06-02,3,4,25,5,5,90,2,4,2,3,75,75,25,3,4,4,3,2,75,25,231,42.14462981815279,1,59.1,Medium,2021-01-19,0,0,0,9,Temporary Structures|Low BIM Adoption|Long Lead Times,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Long Lead Times: Establish early procurement protocols and identify alternative suppliers
PRJ-2023-0342,Central Commercial Development 1842,Commercial,Medium,Central,2020-09-25,2022-06-02,4,5,90,5,25,50,3,5,4,1,25,75,20,3,3,4,4,1,25,90,158,31.8277502935318,0,54.050000000000004,Medium,2022-11-07,0,0,0,10,Structural Complexity|Temporary Structures|Long Lead Times,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Long Lead Times: Establish early procurement protocols and identify alternative suppliers
PRJ-2023-0343,Central Educational Development 1843,Educational,Large,Central,2020-02-20,2021-03-23,1,2,10,3,50,10,3,4,2,1,75,75,25,1,5,1,5,3,75,25,81,32.04501583833759,0,55.849999999999994,Medium,2021-06-12,0,0,0,9,Low BIM Adoption|High Tariff Rates|Permit Approval Delays,Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations | Permit Approval Delays: Begin permit process earlier and allocate resources for expedited processing
PRJ-2023-0344,Central Commercial Development 1844,Commercial,Medium,Central,2020-01-19,2021-08-10,3,1,50,4,5,90,1,1,2,5,25,10,25,3,5,1,1,5,0,25,46,46.38520056445764,0,52.4,Medium,2021-09-25,0,0,0,8,Long Lead Times|Supply Chain Disruption|Seismic Concerns,Long Lead Times: Establish early procurement protocols and identify alternative suppliers | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol | Seismic Concerns: Enhance structural designs and implement additional seismic protection measures
PRJ-2023-0345,Central Educational Development 1845,Educational,Small,Central,2021-01-06,2022-06-26,5,2,10,4,15,50,5,1,1,4,75,25,15,4,5,1,5,2,75,50,124,7.142412245324685,0,63.650000000000006,High,2022-10-28,0,0,0,11,Structural Complexity|Low BIM Adoption|Long Lead Times,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Long Lead Times: Establish early procurement protocols and identify alternative suppliers
PRJ-2023-0346,West Infrastructure Development 1846,Infrastructure,Medium,West,2022-03-28,2025-01-24,4,2,90,1,25,25,1,2,3,5,50,10,10,4,2,3,3,3,75,75,59,27.77688060761461,0,45.47500000000001,Medium,2025-03-24,0,0,0,6,Structural Complexity|High Tariff Rates|Seismic Concerns,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations | Seismic Concerns: Enhance structural designs and implement additional seismic protection measures
PRJ-2023-0347,Mountain Residential Development 1847,Residential,Medium,Mountain,2023-06-03,2023-10-07,3,4,50,4,50,10,1,5,1,5,0,10,20,5,3,3,5,5,50,50,83,18.598526300854893,0,55.45,Medium,2023-12-29,0,0,0,8,Temporary Structures|Long Lead Times|High Tariff Rates,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Long Lead Times: Establish early procurement protocols and identify alternative suppliers | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations
PRJ-2023-0348,Coastal Educational Development 1848,Educational,Small,Coastal,2018-04-19,2019-01-22,1,5,90,4,5,90,4,2,1,4,25,25,25,5,4,1,4,4,10,25,105,33.1208286871344,1,54.550000000000004,Medium,2019-05-07,0,0,0,12,Temporary Structures|Long Lead Times|Supply Chain Disruption,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Long Lead Times: Establish early procurement protocols and identify alternative suppliers | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol
PRJ-2023-0349,West Residential Development 1849,Residential,Large,West,2021-04-16,2022-11-05,2,4,75,4,50,50,4,5,2,5,50,50,5,4,5,1,4,2,75,50,54,28.768283397234505,0,66.69999999999999,High,2022-12-29,0,0,0,14,Temporary Structures|Long Lead Times|High Tariff Rates,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Long Lead Times: Establish early procurement protocols and identify alternative suppliers | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations
PRJ-2023-0350,South Infrastructure Development 1850,Infrastructure,Medium,South,2024-03-07,2024-11-16,5,3,75,2,15,10,5,4,1,3,0,75,20,1,5,4,1,2,25,50,74,39.97000398924477,0,48.1,Medium,2025-01-29,0,0,0,6,Structural Complexity|Socio-political Issues|Permit Approval Delays,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Socio-political Issues: Engage local stakeholders early and maintain communication channels with authorities | Permit Approval Delays: Begin permit process earlier and allocate resources for expedited processing
PRJ-2023-0351,Mountain Infrastructure Development 1851,Infrastructure,Medium,Mountain,2024-04-05,2026-07-06,1,5,75,1,25,10,5,5,3,3,25,0,10,5,4,2,3,4,10,10,53,18.10237392254813,0,53.550000000000004,Medium,2026-08-28,0,0,0,11,Temporary Structures|High Tariff Rates|Socio-political Issues,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations | Socio-political Issues: Engage local stakeholders early and maintain communication channels with authorities
PRJ-2023-0352,Coastal Healthcare Development 1852,Healthcare,Large,Coastal,2023-03-17,2025-11-11,4,3,90,3,25,75,5,1,2,4,50,0,20,3,4,3,3,4,75,50,71,30.214453147302407,0,51.175000000000004,Medium,2026-01-21,0,0,0,8,Structural Complexity|High Tariff Rates|Supply Chain Disruption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol
PRJ-2023-0353,West Healthcare Development 1853,Healthcare,Medium,West,2018-06-17,2019-05-27,4,5,90,4,50,10,5,4,3,1,25,25,25,4,4,2,2,5,10,50,67,24.05938873473782,0,56.45000000000001,Medium,2019-08-02,0,0,0,11,Structural Complexity|Temporary Structures|Long Lead Times,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Long Lead Times: Establish early procurement protocols and identify alternative suppliers
PRJ-2023-0354,North Commercial Development 1854,Commercial,Small,North,2023-06-22,2026-01-28,2,4,90,2,5,50,5,1,5,5,50,0,5,2,5,3,2,5,0,75,39,19.69064494816365,0,53.75,Medium,2026-03-08,0,0,0,10,Temporary Structures|Supply Chain Disruption|Socio-political Issues,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol | Socio-political Issues: Engage local stakeholders early and maintain communication channels with authorities
PRJ-2023-0355,East Infrastructure Development 1855,Infrastructure,Small,East,2020-06-05,2023-01-20,2,2,10,4,10,25,1,4,1,3,25,50,25,1,4,3,4,3,10,90,6,19.642028989084046,0,46.875,Medium,2023-01-26,1,0,1,7,Low BIM Adoption|Long Lead Times|Permit Approval Delays,Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Long Lead Times: Establish early procurement protocols and identify alternative suppliers | Permit Approval Delays: Begin permit process earlier and allocate resources for expedited processing
PRJ-2023-0356,North Industrial Development 1856,Industrial,Small,North,2022-12-27,2023-10-17,5,3,90,2,25,75,1,5,2,4,25,10,10,1,2,2,5,4,0,10,69,20.745913255957596,0,55.575,Medium,2023-12-25,0,0,0,11,Structural Complexity|High Tariff Rates|Supply Chain Disruption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol
PRJ-2023-0357,Mountain Industrial Development 1857,Industrial,Medium,Mountain,2024-12-10,2025-05-30,5,4,75,1,10,50,3,5,4,5,0,75,15,4,3,1,5,4,10,10,161,32.53759141912589,0,63.7,High,2025-11-07,0,0,0,13,Structural Complexity|Temporary Structures|Supply Chain Disruption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol
PRJ-2023-0358,East Commercial Development 1858,Commercial,Medium,East,2024-04-20,2025-12-30,2,3,25,4,25,50,3,1,3,5,50,0,5,2,5,4,1,5,10,10,34,26.92678882347026,0,58.099999999999994,Medium,2026-02-02,0,0,0,11,Low BIM Adoption|Long Lead Times|High Tariff Rates,Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Long Lead Times: Establish early procurement protocols and identify alternative suppliers | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations
PRJ-2023-0359,South Commercial Development 1859,Commercial,Medium,South,2018-09-02,2020-02-25,2,5,90,2,5,50,2,3,1,1,75,0,10,1,1,4,3,5,25,10,28,12.073450587730921,1,43.10000000000001,Medium,2020-03-24,0,0,0,7,Temporary Structures|Supply Chain Disruption|Flood Risk,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol | Flood Risk: Develop comprehensive flood mitigation plans including elevated foundations and waterproof materials
PRJ-2023-0360,Desert Residential Development 1860,Residential,Medium,Desert,2022-12-25,2024-09-21,4,3,25,5,5,90,1,5,3,4,0,25,10,5,5,1,4,2,25,75,150,51.46356241911651,1,63.35,High,2025-02-18,0,0,0,12,Structural Complexity|Low BIM Adoption|Long Lead Times,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Long Lead Times: Establish early procurement protocols and identify alternative suppliers
PRJ-2023-0361,Mountain Educational Development 1861,Educational,Large,Mountain,2020-03-06,2022-09-11,2,4,75,5,25,90,5,3,3,5,25,25,25,2,4,1,5,1,50,90,79,46.65946869984303,0,55.300000000000004,Medium,2022-11-29,0,0,0,9,Temporary Structures|Long Lead Times|High Tariff Rates,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Long Lead Times: Establish early procurement protocols and identify alternative suppliers | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations
PRJ-2023-0362,Desert Industrial Development 1862,Industrial,Large,Desert,2019-05-06,2019-09-13,3,2,90,2,50,25,2,4,5,3,25,10,25,3,5,3,2,4,10,75,6,29.52561698262414,0,47.925000000000004,Medium,2019-09-19,1,0,1,6,High Tariff Rates|Permit Approval Delays|Lien Claims,High Tariff Rates: Source local materials where possible and hedge against currency fluctuations | Permit Approval Delays: Begin permit process earlier and allocate resources for expedited processing | Lien Claims: Improve subcontractor vetting and implement robust payment verification system
PRJ-2023-0363,West Healthcare Development 1863,Healthcare,Large,West,2021-08-13,2022-03-02,1,5,10,4,5,50,4,3,3,5,75,75,25,5,1,3,4,3,0,10,61,10.475958730018737,1,61.7,High,2022-05-02,0,0,0,12,Temporary Structures|Low BIM Adoption|Long Lead Times,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Long Lead Times: Establish early procurement protocols and identify alternative suppliers
PRJ-2023-0364,West Commercial Development 1864,Commercial,Medium,West,2018-05-15,2020-05-22,2,4,10,4,5,90,1,1,5,2,75,0,15,2,5,1,1,3,10,90,79,11.853411497135372,1,55.55,Medium,2020-08-09,0,0,0,9,Temporary Structures|Low BIM Adoption|Long Lead Times,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Long Lead Times: Establish early procurement protocols and identify alternative suppliers
